MD,INC,AZI
16550,89.89,346.39
16560,89.89,346.39
16570,89.89,346.39
16580,89.89,346.39
16590,89.89,346.39
16600,89.89,346.39
16610,89.89,346.39
16620,89.89,346.39
16630,89.89,346.39
16640,89.89,346.39
16650,89.89,346.39
16660,89.89,346.39
16670,89.89,346.39
16680,89.89,346.39
16690,89.89,346.39
16700,89.89,346.39
16710,89.89,346.39
16720,89.89,346.39
16730,89.89,346.39
16740,89.89,346.39
16750,89.89,346.39
16760,89.89,346.39
16770,89.89,346.39
16780,89.89,346.39
16790,89.89,346.39
16800,89.89,346.39
16810,89.89,346.39
16820,89.89,346.39
16830,89.89,346.39
16840,89.89,346.39
16850,89.89,346.39
16860,89.89,346.39
16870,89.89,346.39
16880,89.89,346.39
16890,89.89,346.39
16900,89.89,346.39
16910,89.89,346.39
16920,89.89,346.39
16930,89.89,346.39
16940,89.89,346.39
16950,89.89,346.39
16960,89.89,346.39
16970,89.89,346.39
16980,89.89,346.39
16990,89.89,346.39
17000,89.89,346.39
17010,89.89,346.39
17020,89.89,346.39
17030,89.89,346.39
17040,89.89,346.39
17040.09,89.89,346.39
17047.26,90,346.4
17050,90.04,346.4
17060,90.19,346.41
17070,90.34,346.41
17080,90.49,346.42
17090,90.64,346.42
17100,90.79,346.43
17110,90.94,346.43
17120,91.09,346.44
17130,91.24,346.45
17140,91.39,346.45
17150,91.54,346.46
17160,91.69,346.46
17170,91.84,346.47
17180,91.99,346.47
17190,92.14,346.48
17200,92.29,346.48
17210,92.44,346.49
17220,92.59,346.5
17230,92.74,346.5
17240,92.89,346.51
17250,93.04,346.51
17260,93.19,346.52
17270,93.34,346.52
17280,93.49,346.53
17290,93.64,346.54
17300,93.79,346.54
17310,93.94,346.55
17312.36,93.97,346.55
17320,93.97,346.55
17330,93.97,346.55
17340,93.97,346.55
17350,93.97,346.55
17360,93.97,346.55
17370,93.97,346.55
17380,93.97,346.55
17390,93.97,346.55
17400,93.97,346.55
17410,93.97,346.55
17420,93.97,346.55
17430,93.97,346.55
17440,93.97,346.55
17450,93.97,346.55
17460,93.97,346.55
17470,93.97,346.55
17480,93.97,346.55
17490,93.97,346.55
17500,93.97,346.55
17510,93.97,346.55
17520,93.97,346.55
17530,93.97,346.55
17540,93.97,346.55
17550,93.97,346.55
17560,93.97,346.55
17570,93.97,346.55
17580,93.97,346.55
17590,93.97,346.55
17600,93.97,346.55
17610,93.97,346.55
17620,93.97,346.55
17630,93.97,346.55
17640,93.97,346.55
17650,93.97,346.55
17660,93.97,346.55
17670,93.97,346.55
17680,93.97,346.55
17690,93.97,346.55
17700,93.97,346.55
17710,93.97,346.55
17720,93.97,346.55
17730,93.97,346.55
17740,93.97,346.55
17750,93.97,346.55
17760,93.97,346.55
17770,93.97,346.55
17780,93.97,346.55
17790,93.97,346.55
17800,93.97,346.55
17810,93.97,346.55
17820,93.97,346.55
17830,93.97,346.55
17840,93.97,346.55
17850,93.97,346.55
17860,93.97,346.55
17870,93.97,346.55
17880,93.97,346.55
17890,93.97,346.55
17900,93.97,346.55
17910,93.97,346.55
17920,93.97,346.55
17930,93.97,346.55
17940,93.97,346.55
17950,93.97,346.55
17960,93.97,346.55
17970,93.97,346.55
17980,93.97,346.55
17990,93.97,346.55
18000,93.97,346.55
18010,93.97,346.55
18020,93.97,346.55
18030,93.97,346.55
18040,93.97,346.55
18050,93.97,346.55
18060,93.97,346.55
18070,93.97,346.55
18080,93.97,346.55
18090,93.97,346.55
18100,93.97,346.55
18110,93.97,346.55
18120,93.97,346.55
18130,93.97,346.55
18140,93.97,346.55
18150,93.97,346.55
18160,93.97,346.55
18170,93.97,346.55
18180,93.97,346.55
18190,93.97,346.55
18200,93.97,346.55
18210,93.97,346.55
18220,93.97,346.55
18230,93.97,346.55
18240,93.97,346.55
18250,93.97,346.55
18260,93.97,346.55
18270,93.97,346.55
18280,93.97,346.55
18290,93.97,346.55
18300,93.97,346.55
18310,93.97,346.55
18320,93.97,346.55
18330,93.97,346.55
18340,93.97,346.55
18350,93.97,346.55
18360,93.97,346.55
18370,93.97,346.55
18380,93.97,346.55
18390,93.97,346.55
18400,93.97,346.55
18410,93.97,346.55
18420,93.97,346.55
18430,93.97,346.55
18440,93.97,346.55
18450,93.97,346.55
18460,93.97,346.55
18470,93.97,346.55
18480,93.97,346.55
18490,93.97,346.55
18500,93.97,346.55
18510,93.97,346.55
18520,93.97,346.55
18530,93.97,346.55
18540,93.97,346.55
18550,93.97,346.55
18560,93.97,346.55
18570,93.97,346.55
18580,93.97,346.55
18590,93.97,346.55
18600,93.97,346.55
18610,93.97,346.55
18620,93.97,346.55
18630,93.97,346.55
18640,93.97,346.55
18650,93.97,346.55
18660,93.97,346.55
18670,93.97,346.55
18680,93.97,346.55
18690,93.97,346.55
18700,93.97,346.55
18710,93.97,346.55
18720,93.97,346.55
18730,93.97,346.55
18740,93.97,346.55
18750,93.97,346.55
18760,93.97,346.55
18770,93.97,346.55
18780,93.97,346.55
18790,93.97,346.55
18800,93.97,346.55
18810,93.97,346.55
18820,93.97,346.55
18830,93.97,346.55
18840,93.97,346.55
18850,93.97,346.55
18860,93.97,346.55
18870,93.97,346.55
18880,93.97,346.55
18890,93.97,346.55
18900,93.97,346.55
18910,93.97,346.55
18920,93.97,346.55
18930,93.97,346.55
18940,93.97,346.55
18950,93.97,346.55
18960,93.97,346.55
18970,93.97,346.55
18980,93.97,346.55
18990,93.97,346.55
19000,93.97,346.55
19010,93.97,346.55
19020,93.97,346.55
19030,93.97,346.55
19040,93.97,346.55
19050,93.97,346.55
19060,93.97,346.55
19070,93.97,346.55
19080,93.97,346.55
19090,93.97,346.55
19100,93.97,346.55
19110,93.97,346.55
19120,93.97,346.55
19130,93.97,346.55
19140,93.97,346.55
19150,93.97,346.55
19160,93.97,346.55
19170,93.97,346.55
19180,93.97,346.55
19190,93.97,346.55
19200,93.97,346.55
19210,93.97,346.55
19220,93.97,346.55
19230,93.97,346.55
19240,93.97,346.55
19250,93.97,346.55
19260,93.97,346.55
19270,93.97,346.55
19280,93.97,346.55
19290,93.97,346.55
19299.45,93.97,346.55
19300,93.97,346.55
19310,93.82,346.54
19320,93.67,346.54
19330,93.52,346.53
19340,93.37,346.53
19350,93.22,346.53
19360,93.07,346.52
19370,92.92,346.52
19380,92.77,346.51
19390,92.62,346.51
19400,92.47,346.5
19410,92.32,346.5
19411.07,92.3,346.5
19420,92.17,346.49
19430,92.02,346.48
19440,91.87,346.47
19450,91.72,346.46
19460,91.57,346.45
19470,91.42,346.44
19480,91.27,346.44
19490,91.12,346.43
19500,90.97,346.42
19510,90.82,346.41
19520,90.67,346.4
19530,90.52,346.39
19540,90.37,346.38
19547.18,90.26,346.37
19550,90.26,346.37
19560,90.26,346.37
19570,90.26,346.37
19580,90.26,346.37
19590,90.26,346.37
19600,90.26,346.37
19610,90.26,346.37
19620,90.26,346.37
19630,90.26,346.37
19640,90.26,346.37
19650,90.26,346.37
19660,90.26,346.37
19670,90.26,346.37
19680,90.26,346.37
19690,90.26,346.37
19700,90.26,346.37
19710,90.26,346.37
19720,90.26,346.37
19730,90.26,346.37
19740,90.26,346.37
19750,90.26,346.37
19760,90.26,346.37
19770,90.26,346.37
19780,90.26,346.37
19790,90.26,346.37
19800,90.26,346.37
19810,90.26,346.37
19820,90.26,346.37
19830,90.26,346.37
19840,90.26,346.37
19850,90.26,346.37
19860,90.26,346.37
19870,90.26,346.37
19880,90.26,346.37
19890,90.26,346.37
19900,90.26,346.37
19910,90.26,346.37
19920,90.26,346.37
19930,90.26,346.37
19940,90.26,346.37
19950,90.26,346.37
19960,90.26,346.37
19970,90.26,346.37
19980,90.26,346.37
19990,90.26,346.37
20000,90.26,346.37
20010,90.26,346.37
20020,90.26,346.37
20030,90.26,346.37
20040,90.26,346.37
20050,90.26,346.37
20060,90.26,346.37
20070,90.26,346.37
20080,90.26,346.37
20090,90.26,346.37
20100,90.26,346.37
20110,90.26,346.37
20120,90.26,346.37
20130,90.26,346.37
20140,90.26,346.37
20150,90.26,346.37
20160,90.26,346.37
20170,90.26,346.37
20180,90.26,346.37
20190,90.26,346.37
20200,90.26,346.37
20210,90.26,346.37
20220,90.26,346.37
20230,90.26,346.37
20240,90.26,346.37
20250,90.26,346.37
20260,90.26,346.37
20270,90.26,346.37
20280,90.26,346.37
20290,90.26,346.37
20300,90.26,346.37
20310,90.26,346.37
20320,90.26,346.37
20330,90.26,346.37
20340,90.26,346.37
20350,90.26,346.37
20360,90.26,346.37
20370,90.26,346.37
20380,90.26,346.37
20390,90.26,346.37
20400,90.26,346.37
20410,90.26,346.37
20420,90.26,346.37
20430,90.26,346.37
20440,90.26,346.37
20450,90.26,346.37
20460,90.26,346.37
20470,90.26,346.37
20480,90.26,346.37
20490,90.26,346.37
20500,90.26,346.37
20510,90.26,346.37
20520,90.26,346.37
20530,90.26,346.37
20540,90.26,346.37
20550,90.26,346.37
20560,90.26,346.37
20570,90.26,346.37
20580,90.26,346.37
20590,90.26,346.37
20600,90.26,346.37
20610,90.26,346.37
20620,90.26,346.37
20630,90.26,346.37
20640,90.26,346.37
20650,90.26,346.37
20660,90.26,346.37
20670,90.26,346.37
20680,90.26,346.37
20690,90.26,346.37
20700,90.26,346.37
20710,90.26,346.37
20720,90.26,346.37
20730,90.26,346.37
20740,90.26,346.37
20750,90.26,346.37
20760,90.26,346.37
20770,90.26,346.37
20780,90.26,346.37
20790,90.26,346.37
20800,90.26,346.37
20810,90.26,346.37
20820,90.26,346.37
20830,90.26,346.37
20840,90.26,346.37
20850,90.26,346.37
20860,90.26,346.37
20870,90.26,346.37
20880,90.26,346.37
20890,90.26,346.37
20900,90.26,346.37
20910,90.26,346.37
20920,90.26,346.37
20930,90.26,346.37
20940,90.26,346.37
20950,90.26,346.37
20960,90.26,346.37
20970,90.26,346.37
20980,90.26,346.37
20990,90.26,346.37
21000,90.26,346.37
21010,90.26,346.37
21020,90.26,346.37
21030,90.26,346.37
21040,90.26,346.37
21050,90.26,346.37
21060,90.26,346.37
21070,90.26,346.37
21080,90.26,346.37
21090,90.26,346.37
21100,90.26,346.37
21110,90.26,346.37
21120,90.26,346.37
21130,90.26,346.37
21140,90.26,346.37
21150,90.26,346.37
21160,90.26,346.37
21170,90.26,346.37
21180,90.26,346.37
21190,90.26,346.37
21200,90.26,346.37
21210,90.26,346.37
21220,90.26,346.37
21230,90.26,346.37
21240,90.26,346.37
21250,90.26,346.37
21260,90.26,346.37
21270,90.26,346.37
21280,90.26,346.37
21290,90.26,346.37
21300,90.26,346.37
21310,90.26,346.37
21320,90.26,346.37
21330,90.26,346.37
21340,90.26,346.37
21350,90.26,346.37
21360,90.26,346.37
21370,90.26,346.37
21380,90.26,346.37
21390,90.26,346.37
21400,90.26,346.37
21410,90.26,346.37
21420,90.26,346.37
21430,90.26,346.37
21440,90.26,346.37
21450,90.26,346.37
21460,90.26,346.37
21470,90.26,346.37
21480,90.26,346.37
21490,90.26,346.37
21500,90.26,346.37
21510,90.26,346.37
21520,90.26,346.37
21530,90.26,346.37
21540,90.26,346.37
21550,90.26,346.37
21560,90.26,346.37
21570,90.26,346.37
21580,90.26,346.37
21590,90.26,346.37
21600,90.26,346.37
21610,90.26,346.37
21620,90.26,346.37
21630,90.26,346.37
21640,90.26,346.37
21650,90.26,346.37
21660,90.26,346.37
21670,90.26,346.37
21680,90.26,346.37
21690,90.26,346.37
21700,90.26,346.37
21710,90.26,346.37
21720,90.26,346.37
21730,90.26,346.37
21740,90.26,346.37
21750,90.26,346.37
21760,90.26,346.37
21770,90.26,346.37
21780,90.26,346.37
21790,90.26,346.37
21800,90.26,346.37
21810,90.26,346.37
21820,90.26,346.37
21830,90.26,346.37
21840,90.26,346.37
21850,90.26,346.37
21860,90.26,346.37
21870,90.26,346.37
21880,90.26,346.37
21890,90.26,346.37
21900,90.26,346.37
21910,90.26,346.37
21920,90.26,346.37
21930,90.26,346.37
21940,90.26,346.37
21950,90.26,346.37
21960,90.26,346.37
21970,90.26,346.37
21980,90.26,346.37
21990,90.26,346.37
22000,90.26,346.37
22010,90.26,346.37
22020,90.26,346.37
22030,90.26,346.37
22040,90.26,346.37
22050,90.26,346.37
22060,90.26,346.37
22070,90.26,346.37
22080,90.26,346.37
22090,90.26,346.37
22100,90.26,346.37
22110,90.26,346.37
22120,90.26,346.37
22130,90.26,346.37
22140,90.26,346.37
22150,90.26,346.37
22160,90.26,346.37
22170,90.26,346.37
22180,90.26,346.37
22190,90.26,346.37
22200,90.26,346.37
22210,90.26,346.37
22220,90.26,346.37
22230,90.26,346.37
22240,90.26,346.37
22250,90.26,346.37
22260,90.26,346.37
22270,90.26,346.37
22280,90.26,346.37
22290,90.26,346.37
22300,90.26,346.37
22310,90.26,346.37
22320,90.26,346.37
22330,90.26,346.37
22340,90.26,346.37
22350,90.26,346.37
22360,90.26,346.37
22370,90.26,346.37
22380,90.26,346.37
22390,90.26,346.37
22400,90.26,346.37
22410,90.26,346.37
22420,90.26,346.37
22430,90.26,346.37
22440,90.26,346.37
22450,90.26,346.37
22460,90.26,346.37
22470,90.26,346.37
22480,90.26,346.37
22490,90.26,346.37
22500,90.26,346.37
22510,90.26,346.37
22520,90.26,346.37
22530,90.26,346.37
22540,90.26,346.37
22550,90.26,346.37
22560,90.26,346.37
22570,90.26,346.37
22580,90.26,346.37
22590,90.26,346.37
22600,90.26,346.37
22610,90.26,346.37
22620,90.26,346.37
22630,90.26,346.37
22640,90.26,346.37
22650,90.26,346.37
22660,90.26,346.37
22670,90.26,346.37
22680,90.26,346.37
22690,90.26,346.37
22700,90.26,346.37
22710,90.26,346.37
22720,90.26,346.37
22730,90.26,346.37
22740,90.26,346.37
22750,90.26,346.37
22754.98,90.26,346.37
22760,90.34,346.37
22770,90.49,346.37
22780,90.64,346.37
22790,90.79,346.37
22800,90.94,346.37
22810,91.09,346.37
22820,91.24,346.37
22830,91.39,346.37
22840,91.54,346.37
22850,91.69,346.37
22860,91.84,346.37
22870,91.99,346.37
22880,92.14,346.37
22890,92.29,346.37
22900,92.44,346.37
22910,92.59,346.37
22920,92.74,346.37
22930,92.89,346.37
22940,93.04,346.37
22950,93.19,346.37
22960,93.34,346.37
22970,93.49,346.37
22980,93.64,346.37
22990,93.79,346.37
23000,93.94,346.37
23004.15,94,346.37
23010,94.09,346.37
23020,94.24,346.37
23030,94.39,346.37
23040,94.54,346.37
23050,94.69,346.37
23060,94.84,346.37
23070,94.99,346.37
23080,95.14,346.37
23090,95.29,346.37
23100,95.44,346.37
23110,95.59,346.37
23120,95.74,346.37
23130,95.89,346.37
23140,96.04,346.37
23150,96.19,346.37
23160,96.34,346.37
23170,96.49,346.37
23180,96.64,346.37
23190,96.79,346.37
23200,96.94,346.37
23210,97.09,346.37
23220,97.24,346.37
23230,97.39,346.37
23233.16,97.44,346.37
23240,97.44,346.37
23250,97.44,346.37
23260,97.44,346.37
23270,97.44,346.37
23280,97.44,346.37
23290,97.44,346.37
23300,97.44,346.37
23310,97.44,346.37
23320,97.44,346.37
23330,97.44,346.37
23340,97.44,346.37
23350,97.44,346.37
23360,97.44,346.37
23370,97.44,346.37
23380,97.44,346.37
23390,97.44,346.37
23400,97.44,346.37
23410,97.44,346.37
23420,97.44,346.37
23430,97.44,346.37
23440,97.44,346.37
23450,97.44,346.37
23460,97.44,346.37
23470,97.44,346.37
23480,97.44,346.37
23490,97.44,346.37
23500,97.44,346.37
23510,97.44,346.37
23520,97.44,346.37
23530,97.44,346.37
23540,97.44,346.37
23550,97.44,346.37
23560,97.44,346.37
23570,97.44,346.37
23580,97.44,346.37
23590,97.44,346.37
23600,97.44,346.37
23610,97.44,346.37
23620,97.44,346.37
23630,97.44,346.37
23640,97.44,346.37
23650,97.44,346.37
23660,97.44,346.37
23670,97.44,346.37
23680,97.44,346.37
23690,97.44,346.37
23700,97.44,346.37
23710,97.44,346.37
23720,97.44,346.37
23730,97.44,346.37
23740,97.44,346.37
23750,97.44,346.37
23760,97.44,346.37
23770,97.44,346.37
23780,97.44,346.37
23790,97.44,346.37
23800,97.44,346.37
23810,97.44,346.37
23820,97.44,346.37
23830,97.44,346.37
23840,97.44,346.37
23850,97.44,346.37
23860,97.44,346.37
23870,97.44,346.37
23880,97.44,346.37
23890,97.44,346.37
23900,97.44,346.37
23910,97.44,346.37
23920,97.44,346.37
23930,97.44,346.37
23940,97.44,346.37
23950,97.44,346.37
23960,97.44,346.37
23970,97.44,346.37
23980,97.44,346.37
23990,97.44,346.37
24000,97.44,346.37
24010,97.44,346.37
24020,97.44,346.37
24030,97.44,346.37
24040,97.44,346.37
24050,97.44,346.37
24060,97.44,346.37
24070,97.44,346.37
24080,97.44,346.37
24090,97.44,346.37
24100,97.44,346.37
24110,97.44,346.37
24120,97.44,346.37
24130,97.44,346.37
24140,97.44,346.37
24150,97.44,346.37
24160,97.44,346.37
24170,97.44,346.37
24180,97.44,346.37
24190,97.44,346.37
24200,97.44,346.37
24210,97.44,346.37
24220,97.44,346.37
24230,97.44,346.37
24240,97.44,346.37
24250,97.44,346.37
24254.69,97.44,346.37
